order_code,bom_category,issue_pool,allocated_qty,uom
BS-ET-16249,Paint Epoxy Primer,Epoxy Set,88.19,Gram
BS-ET-16249,Epoxy Thinner,Epoxy Set,17.37,Gram
BS-ET-16249,Epoxy Hardner,Epoxy Set,26.72,Gram
BS-ET-16249,Paint Mixing,Paint Mixing,30.93,Gram
BS-ET-16249,Paint Matt agent(Matt),Paint Matt Agent,16.99,Gram
BS-ET-16249,Paint Harnder,Paint Harnder,15.25,Gram
BS-ET-16249,Paint Thinner,Paint Thinner,8.71,Gram
BS-ET-16249,Paint Binder(Gloss),Paint Binder,0,Gram
BS-LHET-286,Paint Epoxy Primer,Epoxy Set,175.94,Gram
BS-LHET-286,Epoxy Thinner,Epoxy Set,37.17,Gram
BS-LHET-286,Epoxy Hardner,Epoxy Set,34.69,Gram
BS-LHET-286,Paint Mixing,Paint Mixing,56.55,Gram
BS-LHET-286,Paint Matt agent(Matt),Paint Matt Agent,28.27,Gram
BS-LHET-286,Paint Harnder,Paint Harnder,28.27,Gram
BS-LHET-286,Paint Thinner,Paint Thinner,22.89,Gram
BS-LHET-286,Paint Binder(Gloss),Paint Binder,0,Gram
BS-LHET-305,Paint Epoxy Primer,Epoxy Set,429.49,Gram
BS-LHET-305,Epoxy Thinner,Epoxy Set,90.74,Gram
BS-LHET-305,Epoxy Hardner,Epoxy Set,84.69,Gram
BS-LHET-305,Paint Mixing,Paint Mixing,138.05,Gram
BS-LHET-305,Paint Matt agent(Matt),Paint Matt Agent,69.02,Gram
BS-LHET-305,Paint Harnder,Paint Harnder,69.02,Gram
BS-LHET-305,Paint Thinner,Paint Thinner,55.88,Gram
BS-LHET-305,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16231,Paint Epoxy Primer,Epoxy Set,1269.7,Gram
BS-SM-16231,Epoxy Thinner,Epoxy Set,268.25,Gram
BS-SM-16231,Epoxy Hardner,Epoxy Set,250.36,Gram
BS-SM-16231,Paint Mixing,Paint Mixing,408.1,Gram
BS-SM-16231,Paint Matt agent(Matt),Paint Matt Agent,204.05,Gram
BS-SM-16231,Paint Harnder,Paint Harnder,204.05,Gram
BS-SM-16231,Paint Thinner,Paint Thinner,165.18,Gram
BS-SM-16231,Paint Binder(Gloss),Paint Binder,0,Gram
BS-S.inc-16225,Paint Epoxy Primer,Epoxy Set,1702.07,Gram
BS-S.inc-16225,Epoxy Thinner,Epoxy Set,359.59,Gram
BS-S.inc-16225,Epoxy Hardner,Epoxy Set,335.62,Gram
BS-S.inc-16225,Paint Mixing,Paint Mixing,586.15,Gram
BS-S.inc-16225,Paint Matt agent(Matt),Paint Matt Agent,182.36,Gram
BS-S.inc-16225,Paint Harnder,Paint Harnder,299.59,Gram
BS-S.inc-16225,Paint Thinner,Paint Thinner,117.23,Gram
BS-S.inc-16225,Paint Binder(Gloss),Paint Binder,117.23,Gram
BS-US-2482 B,Paint Epoxy Primer,Epoxy Set,777.53,Gram
BS-US-2482 B,Epoxy Thinner,Epoxy Set,164.27,Gram
BS-US-2482 B,Epoxy Hardner,Epoxy Set,153.32,Gram
BS-US-2482 B,Paint Mixing,Paint Mixing,267.76,Gram
BS-US-2482 B,Paint Matt agent(Matt),Paint Matt Agent,83.3,Gram
BS-US-2482 B,Paint Harnder,Paint Harnder,136.86,Gram
BS-US-2482 B,Paint Thinner,Paint Thinner,53.55,Gram
BS-US-2482 B,Paint Binder(Gloss),Paint Binder,53.55,Gram
BS-US-2482 A,Paint Epoxy Primer,Epoxy Set,555.89,Gram
BS-US-2482 A,Epoxy Thinner,Epoxy Set,117.44,Gram
BS-US-2482 A,Epoxy Hardner,Epoxy Set,109.61,Gram
BS-US-2482 A,Paint Mixing,Paint Mixing,191.43,Gram
BS-US-2482 A,Paint Matt agent(Matt),Paint Matt Agent,59.56,Gram
BS-US-2482 A,Paint Harnder,Paint Harnder,97.84,Gram
BS-US-2482 A,Paint Thinner,Paint Thinner,38.29,Gram
BS-US-2482 A,Paint Binder(Gloss),Paint Binder,38.29,Gram
BS-ET-16240,Paint Epoxy Primer,Epoxy Set,0,Gram
BS-ET-16240,Epoxy Thinner,Epoxy Set,0,Gram
BS-ET-16240,Epoxy Hardner,Epoxy Set,0,Gram
BS-ET-16240,Paint Mixing,Paint Mixing,0,Gram
BS-ET-16240,Paint Matt agent(Matt),Paint Matt Agent,0,Gram
BS-ET-16240,Paint Harnder,Paint Harnder,0,Gram
BS-ET-16240,Paint Thinner,Paint Thinner,0,Gram
BS-ET-16240,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16204,Paint Epoxy Primer,Epoxy Set,93.35,Gram
BS-ET-16204,Epoxy Thinner,Epoxy Set,19.72,Gram
BS-ET-16204,Epoxy Hardner,Epoxy Set,18.41,Gram
BS-ET-16204,Paint Mixing,Paint Mixing,30.01,Gram
BS-ET-16204,Paint Matt agent(Matt),Paint Matt Agent,15,Gram
BS-ET-16204,Paint Harnder,Paint Harnder,15,Gram
BS-ET-16204,Paint Thinner,Paint Thinner,12.15,Gram
BS-ET-16204,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16207-B,Paint Epoxy Primer,Epoxy Set,466.58,Gram
BS-ET-16207-B,Epoxy Thinner,Epoxy Set,98.57,Gram
BS-ET-16207-B,Epoxy Hardner,Epoxy Set,92,Gram
BS-ET-16207-B,Paint Mixing,Paint Mixing,149.97,Gram
BS-ET-16207-B,Paint Matt agent(Matt),Paint Matt Agent,74.98,Gram
BS-ET-16207-B,Paint Harnder,Paint Harnder,74.98,Gram
BS-ET-16207-B,Paint Thinner,Paint Thinner,60.7,Gram
BS-ET-16207-B,Paint Binder(Gloss),Paint Binder,0,Gram
BS-S.C-16201,Paint Epoxy Primer,Epoxy Set,560.39,Gram
BS-S.C-16201,Epoxy Thinner,Epoxy Set,118.39,Gram
BS-S.C-16201,Epoxy Hardner,Epoxy Set,110.5,Gram
BS-S.C-16201,Paint Mixing,Paint Mixing,180.12,Gram
BS-S.C-16201,Paint Matt agent(Matt),Paint Matt Agent,90.06,Gram
BS-S.C-16201,Paint Harnder,Paint Harnder,90.06,Gram
BS-S.C-16201,Paint Thinner,Paint Thinner,72.91,Gram
BS-S.C-16201,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16207-A,Paint Epoxy Primer,Epoxy Set,467.06,Gram
BS-ET-16207-A,Epoxy Thinner,Epoxy Set,98.67,Gram
BS-ET-16207-A,Epoxy Hardner,Epoxy Set,92.1,Gram
BS-ET-16207-A,Paint Mixing,Paint Mixing,150.12,Gram
BS-ET-16207-A,Paint Matt agent(Matt),Paint Matt Agent,75.06,Gram
BS-ET-16207-A,Paint Harnder,Paint Harnder,75.06,Gram
BS-ET-16207-A,Paint Thinner,Paint Thinner,60.76,Gram
BS-ET-16207-A,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SI-16182,Paint Epoxy Primer,Epoxy Set,591.63,Gram
BS-SI-16182,Epoxy Thinner,Epoxy Set,124.99,Gram
BS-SI-16182,Epoxy Hardner,Epoxy Set,116.66,Gram
BS-SI-16182,Paint Mixing,Paint Mixing,190.16,Gram
BS-SI-16182,Paint Matt agent(Matt),Paint Matt Agent,95.08,Gram
BS-SI-16182,Paint Harnder,Paint Harnder,95.08,Gram
BS-SI-16182,Paint Thinner,Paint Thinner,76.97,Gram
BS-SI-16182,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SI-16181,Paint Epoxy Primer,Epoxy Set,94.87,Gram
BS-SI-16181,Epoxy Thinner,Epoxy Set,20.04,Gram
BS-SI-16181,Epoxy Hardner,Epoxy Set,18.71,Gram
BS-SI-16181,Paint Mixing,Paint Mixing,30.49,Gram
BS-SI-16181,Paint Matt agent(Matt),Paint Matt Agent,15.25,Gram
BS-SI-16181,Paint Harnder,Paint Harnder,15.25,Gram
BS-SI-16181,Paint Thinner,Paint Thinner,12.34,Gram
BS-SI-16181,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16207-C,Paint Epoxy Primer,Epoxy Set,466.58,Gram
BS-ET-16207-C,Epoxy Thinner,Epoxy Set,98.57,Gram
BS-ET-16207-C,Epoxy Hardner,Epoxy Set,92,Gram
BS-ET-16207-C,Paint Mixing,Paint Mixing,149.97,Gram
BS-ET-16207-C,Paint Matt agent(Matt),Paint Matt Agent,74.98,Gram
BS-ET-16207-C,Paint Harnder,Paint Harnder,74.98,Gram
BS-ET-16207-C,Paint Thinner,Paint Thinner,60.7,Gram
BS-ET-16207-C,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16227,Paint Epoxy Primer,Epoxy Set,94.87,Gram
BS-ET-16227,Epoxy Thinner,Epoxy Set,20.04,Gram
BS-ET-16227,Epoxy Hardner,Epoxy Set,18.71,Gram
BS-ET-16227,Paint Mixing,Paint Mixing,30.49,Gram
BS-ET-16227,Paint Matt agent(Matt),Paint Matt Agent,15.25,Gram
BS-ET-16227,Paint Harnder,Paint Harnder,15.25,Gram
BS-ET-16227,Paint Thinner,Paint Thinner,12.34,Gram
BS-ET-16227,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16220,Paint Epoxy Primer,Epoxy Set,94.87,Gram
BS-ET-16220,Epoxy Thinner,Epoxy Set,20.04,Gram
BS-ET-16220,Epoxy Hardner,Epoxy Set,18.71,Gram
BS-ET-16220,Paint Mixing,Paint Mixing,30.49,Gram
BS-ET-16220,Paint Matt agent(Matt),Paint Matt Agent,15.25,Gram
BS-ET-16220,Paint Harnder,Paint Harnder,15.25,Gram
BS-ET-16220,Paint Thinner,Paint Thinner,12.34,Gram
BS-ET-16220,Paint Binder(Gloss),Paint Binder,0,Gram
BS-QS-16199,Paint Epoxy Primer,Epoxy Set,644.1,Gram
BS-QS-16199,Epoxy Thinner,Epoxy Set,136.08,Gram
BS-QS-16199,Epoxy Hardner,Epoxy Set,127,Gram
BS-QS-16199,Paint Mixing,Paint Mixing,207.02,Gram
BS-QS-16199,Paint Matt agent(Matt),Paint Matt Agent,103.51,Gram
BS-QS-16199,Paint Harnder,Paint Harnder,103.51,Gram
BS-QS-16199,Paint Thinner,Paint Thinner,83.79,Gram
BS-QS-16199,Paint Binder(Gloss),Paint Binder,0,Gram
BS-LHET-302,Paint Epoxy Primer,Epoxy Set,155.81,Gram
BS-LHET-302,Epoxy Thinner,Epoxy Set,32.92,Gram
BS-LHET-302,Epoxy Hardner,Epoxy Set,30.72,Gram
BS-LHET-302,Paint Mixing,Paint Mixing,50.08,Gram
BS-LHET-302,Paint Matt agent(Matt),Paint Matt Agent,25.04,Gram
BS-LHET-302,Paint Harnder,Paint Harnder,25.04,Gram
BS-LHET-302,Paint Thinner,Paint Thinner,20.27,Gram
BS-LHET-302,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16213 (Bulk),Paint Epoxy Primer,Epoxy Set,445.5,Gram
BS-SM-16213 (Bulk),Epoxy Thinner,Epoxy Set,94.12,Gram
BS-SM-16213 (Bulk),Epoxy Hardner,Epoxy Set,87.84,Gram
BS-SM-16213 (Bulk),Paint Mixing,Paint Mixing,143.19,Gram
BS-SM-16213 (Bulk),Paint Matt agent(Matt),Paint Matt Agent,71.59,Gram
BS-SM-16213 (Bulk),Paint Harnder,Paint Harnder,71.59,Gram
BS-SM-16213 (Bulk),Paint Thinner,Paint Thinner,57.96,Gram
BS-SM-16213 (Bulk),Paint Binder(Gloss),Paint Binder,0,Gram
BS-S.inc-16210,Paint Epoxy Primer,Epoxy Set,155.81,Gram
BS-S.inc-16210,Epoxy Thinner,Epoxy Set,32.92,Gram
BS-S.inc-16210,Epoxy Hardner,Epoxy Set,30.72,Gram
BS-S.inc-16210,Paint Mixing,Paint Mixing,50.08,Gram
BS-S.inc-16210,Paint Matt agent(Matt),Paint Matt Agent,25.04,Gram
BS-S.inc-16210,Paint Harnder,Paint Harnder,25.04,Gram
BS-S.inc-16210,Paint Thinner,Paint Thinner,20.27,Gram
BS-S.inc-16210,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16207-D,Paint Epoxy Primer,Epoxy Set,95.83,Gram
BS-ET-16207-D,Epoxy Thinner,Epoxy Set,20.25,Gram
BS-ET-16207-D,Epoxy Hardner,Epoxy Set,18.9,Gram
BS-ET-16207-D,Paint Mixing,Paint Mixing,30.8,Gram
BS-ET-16207-D,Paint Matt agent(Matt),Paint Matt Agent,15.4,Gram
BS-ET-16207-D,Paint Harnder,Paint Harnder,15.4,Gram
BS-ET-16207-D,Paint Thinner,Paint Thinner,12.47,Gram
BS-ET-16207-D,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16207-E,Paint Epoxy Primer,Epoxy Set,95.83,Gram
BS-ET-16207-E,Epoxy Thinner,Epoxy Set,20.25,Gram
BS-ET-16207-E,Epoxy Hardner,Epoxy Set,18.9,Gram
BS-ET-16207-E,Paint Mixing,Paint Mixing,30.8,Gram
BS-ET-16207-E,Paint Matt agent(Matt),Paint Matt Agent,15.4,Gram
BS-ET-16207-E,Paint Harnder,Paint Harnder,15.4,Gram
BS-ET-16207-E,Paint Thinner,Paint Thinner,12.47,Gram
BS-ET-16207-E,Paint Binder(Gloss),Paint Binder,0,Gram
BS-LHET-296,Paint Epoxy Primer,Epoxy Set,126.49,Gram
BS-LHET-296,Epoxy Thinner,Epoxy Set,26.72,Gram
BS-LHET-296,Epoxy Hardner,Epoxy Set,24.94,Gram
BS-LHET-296,Paint Mixing,Paint Mixing,40.66,Gram
BS-LHET-296,Paint Matt agent(Matt),Paint Matt Agent,20.33,Gram
BS-LHET-296,Paint Harnder,Paint Harnder,20.33,Gram
BS-LHET-296,Paint Thinner,Paint Thinner,16.46,Gram
BS-LHET-296,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16202,Paint Epoxy Primer,Epoxy Set,390.54,Gram
BS-ET-16202,Epoxy Thinner,Epoxy Set,82.51,Gram
BS-ET-16202,Epoxy Hardner,Epoxy Set,77.01,Gram
BS-ET-16202,Paint Mixing,Paint Mixing,125.53,Gram
BS-ET-16202,Paint Matt agent(Matt),Paint Matt Agent,62.76,Gram
BS-ET-16202,Paint Harnder,Paint Harnder,62.76,Gram
BS-ET-16202,Paint Thinner,Paint Thinner,50.81,Gram
BS-ET-16202,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16222,Paint Epoxy Primer,Epoxy Set,389.73,Gram
BS-ET-16222,Epoxy Thinner,Epoxy Set,82.34,Gram
BS-ET-16222,Epoxy Hardner,Epoxy Set,76.85,Gram
BS-ET-16222,Paint Mixing,Paint Mixing,125.26,Gram
BS-ET-16222,Paint Matt agent(Matt),Paint Matt Agent,62.63,Gram
BS-ET-16222,Paint Harnder,Paint Harnder,62.63,Gram
BS-ET-16222,Paint Thinner,Paint Thinner,50.7,Gram
BS-ET-16222,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16208,Paint Epoxy Primer,Epoxy Set,125.07,Gram
BS-ET-16208,Epoxy Thinner,Epoxy Set,24.63,Gram
BS-ET-16208,Epoxy Hardner,Epoxy Set,37.9,Gram
BS-ET-16208,Paint Mixing,Paint Mixing,43.86,Gram
BS-ET-16208,Paint Matt agent(Matt),Paint Matt Agent,24.09,Gram
BS-ET-16208,Paint Harnder,Paint Harnder,21.62,Gram
BS-ET-16208,Paint Thinner,Paint Thinner,12.36,Gram
BS-ET-16208,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16198-B,Paint Epoxy Primer,Epoxy Set,94.87,Gram
BS-SM-16198-B,Epoxy Thinner,Epoxy Set,20.04,Gram
BS-SM-16198-B,Epoxy Hardner,Epoxy Set,18.71,Gram
BS-SM-16198-B,Paint Mixing,Paint Mixing,30.49,Gram
BS-SM-16198-B,Paint Matt agent(Matt),Paint Matt Agent,15.25,Gram
BS-SM-16198-B,Paint Harnder,Paint Harnder,15.25,Gram
BS-SM-16198-B,Paint Thinner,Paint Thinner,12.34,Gram
BS-SM-16198-B,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16214,Paint Epoxy Primer,Epoxy Set,290.21,Gram
BS-SM-16214,Epoxy Thinner,Epoxy Set,61.31,Gram
BS-SM-16214,Epoxy Hardner,Epoxy Set,57.22,Gram
BS-SM-16214,Paint Mixing,Paint Mixing,93.28,Gram
BS-SM-16214,Paint Matt agent(Matt),Paint Matt Agent,46.64,Gram
BS-SM-16214,Paint Harnder,Paint Harnder,46.64,Gram
BS-SM-16214,Paint Thinner,Paint Thinner,37.76,Gram
BS-SM-16214,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16198-A,Paint Epoxy Primer,Epoxy Set,94.87,Gram
BS-SM-16198-A,Epoxy Thinner,Epoxy Set,20.04,Gram
BS-SM-16198-A,Epoxy Hardner,Epoxy Set,18.71,Gram
BS-SM-16198-A,Paint Mixing,Paint Mixing,30.49,Gram
BS-SM-16198-A,Paint Matt agent(Matt),Paint Matt Agent,15.25,Gram
BS-SM-16198-A,Paint Harnder,Paint Harnder,15.25,Gram
BS-SM-16198-A,Paint Thinner,Paint Thinner,12.34,Gram
BS-SM-16198-A,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16229,Paint Epoxy Primer,Epoxy Set,155.13,Gram
BS-ET-16229,Epoxy Thinner,Epoxy Set,30.56,Gram
BS-ET-16229,Epoxy Hardner,Epoxy Set,47.01,Gram
BS-ET-16229,Paint Mixing,Paint Mixing,54.4,Gram
BS-ET-16229,Paint Matt agent(Matt),Paint Matt Agent,29.88,Gram
BS-ET-16229,Paint Harnder,Paint Harnder,26.82,Gram
BS-ET-16229,Paint Thinner,Paint Thinner,15.33,Gram
BS-ET-16229,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16133,Paint Epoxy Primer,Epoxy Set,314.12,Gram
BS-SM-16133,Epoxy Thinner,Epoxy Set,66.36,Gram
BS-SM-16133,Epoxy Hardner,Epoxy Set,61.94,Gram
BS-SM-16133,Paint Mixing,Paint Mixing,100.96,Gram
BS-SM-16133,Paint Matt agent(Matt),Paint Matt Agent,50.48,Gram
BS-SM-16133,Paint Harnder,Paint Harnder,50.48,Gram
BS-SM-16133,Paint Thinner,Paint Thinner,40.87,Gram
BS-SM-16133,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16212,Paint Epoxy Primer,Epoxy Set,1473.86,Gram
BS-SM-16212,Epoxy Thinner,Epoxy Set,311.38,Gram
BS-SM-16212,Epoxy Hardner,Epoxy Set,290.62,Gram
BS-SM-16212,Paint Mixing,Paint Mixing,473.72,Gram
BS-SM-16212,Paint Matt agent(Matt),Paint Matt Agent,236.86,Gram
BS-SM-16212,Paint Harnder,Paint Harnder,236.86,Gram
BS-SM-16212,Paint Thinner,Paint Thinner,191.74,Gram
BS-SM-16212,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16179,Paint Epoxy Primer,Epoxy Set,1393.79,Gram
BS-SM-16179,Epoxy Thinner,Epoxy Set,294.46,Gram
BS-SM-16179,Epoxy Hardner,Epoxy Set,274.83,Gram
BS-SM-16179,Paint Mixing,Paint Mixing,447.99,Gram
BS-SM-16179,Paint Matt agent(Matt),Paint Matt Agent,223.99,Gram
BS-SM-16179,Paint Harnder,Paint Harnder,223.99,Gram
BS-SM-16179,Paint Thinner,Paint Thinner,181.33,Gram
BS-SM-16179,Paint Binder(Gloss),Paint Binder,0,Gram
BS-LHET-301,Paint Epoxy Primer,Epoxy Set,155.81,Gram
BS-LHET-301,Epoxy Thinner,Epoxy Set,32.92,Gram
BS-LHET-301,Epoxy Hardner,Epoxy Set,30.72,Gram
BS-LHET-301,Paint Mixing,Paint Mixing,50.08,Gram
BS-LHET-301,Paint Matt agent(Matt),Paint Matt Agent,25.04,Gram
BS-LHET-301,Paint Harnder,Paint Harnder,25.04,Gram
BS-LHET-301,Paint Thinner,Paint Thinner,20.27,Gram
BS-LHET-301,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-UV-16192,Paint Epoxy Primer,Epoxy Set,456.52,Gram
BS-ET-UV-16192,Epoxy Thinner,Epoxy Set,96.45,Gram
BS-ET-UV-16192,Epoxy Hardner,Epoxy Set,90.02,Gram
BS-ET-UV-16192,Paint Mixing,Paint Mixing,146.73,Gram
BS-ET-UV-16192,Paint Matt agent(Matt),Paint Matt Agent,73.37,Gram
BS-ET-UV-16192,Paint Harnder,Paint Harnder,73.37,Gram
BS-ET-UV-16192,Paint Thinner,Paint Thinner,59.39,Gram
BS-ET-UV-16192,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16180-A,Paint Epoxy Primer,Epoxy Set,113.55,Gram
BS-SM-16180-A,Epoxy Thinner,Epoxy Set,23.99,Gram
BS-SM-16180-A,Epoxy Hardner,Epoxy Set,22.39,Gram
BS-SM-16180-A,Paint Mixing,Paint Mixing,36.5,Gram
BS-SM-16180-A,Paint Matt agent(Matt),Paint Matt Agent,18.25,Gram
BS-SM-16180-A,Paint Harnder,Paint Harnder,18.25,Gram
BS-SM-16180-A,Paint Thinner,Paint Thinner,14.77,Gram
BS-SM-16180-A,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16180-B,Paint Epoxy Primer,Epoxy Set,94.39,Gram
BS-SM-16180-B,Epoxy Thinner,Epoxy Set,19.94,Gram
BS-SM-16180-B,Epoxy Hardner,Epoxy Set,18.61,Gram
BS-SM-16180-B,Paint Mixing,Paint Mixing,30.34,Gram
BS-SM-16180-B,Paint Matt agent(Matt),Paint Matt Agent,15.17,Gram
BS-SM-16180-B,Paint Harnder,Paint Harnder,15.17,Gram
BS-SM-16180-B,Paint Thinner,Paint Thinner,12.28,Gram
BS-SM-16180-B,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16218,Paint Epoxy Primer,Epoxy Set,125.07,Gram
BS-ET-16218,Epoxy Thinner,Epoxy Set,24.63,Gram
BS-ET-16218,Epoxy Hardner,Epoxy Set,37.9,Gram
BS-ET-16218,Paint Mixing,Paint Mixing,43.86,Gram
BS-ET-16218,Paint Matt agent(Matt),Paint Matt Agent,24.09,Gram
BS-ET-16218,Paint Harnder,Paint Harnder,21.62,Gram
BS-ET-16218,Paint Thinner,Paint Thinner,12.36,Gram
BS-ET-16218,Paint Binder(Gloss),Paint Binder,0,Gram
BS-US-2491,Paint Epoxy Primer,Epoxy Set,153.9,Gram
BS-US-2491,Epoxy Thinner,Epoxy Set,32.51,Gram
BS-US-2491,Epoxy Hardner,Epoxy Set,30.35,Gram
BS-US-2491,Paint Mixing,Paint Mixing,49.46,Gram
BS-US-2491,Paint Matt agent(Matt),Paint Matt Agent,24.73,Gram
BS-US-2491,Paint Harnder,Paint Harnder,24.73,Gram
BS-US-2491,Paint Thinner,Paint Thinner,20.02,Gram
BS-US-2491,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16161,Paint Epoxy Primer,Epoxy Set,74.74,Gram
BS-ET-16161,Epoxy Thinner,Epoxy Set,15.79,Gram
BS-ET-16161,Epoxy Hardner,Epoxy Set,14.74,Gram
BS-ET-16161,Paint Mixing,Paint Mixing,24.02,Gram
BS-ET-16161,Paint Matt agent(Matt),Paint Matt Agent,12.01,Gram
BS-ET-16161,Paint Harnder,Paint Harnder,12.01,Gram
BS-ET-16161,Paint Thinner,Paint Thinner,9.72,Gram
BS-ET-16161,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16206,Paint Epoxy Primer,Epoxy Set,69.48,Gram
BS-ET-16206,Epoxy Thinner,Epoxy Set,13.69,Gram
BS-ET-16206,Epoxy Hardner,Epoxy Set,21.05,Gram
BS-ET-16206,Paint Mixing,Paint Mixing,24.37,Gram
BS-ET-16206,Paint Matt agent(Matt),Paint Matt Agent,13.38,Gram
BS-ET-16206,Paint Harnder,Paint Harnder,12.01,Gram
BS-ET-16206,Paint Thinner,Paint Thinner,6.86,Gram
BS-ET-16206,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16203,Paint Epoxy Primer,Epoxy Set,94.87,Gram
BS-ET-16203,Epoxy Thinner,Epoxy Set,20.04,Gram
BS-ET-16203,Epoxy Hardner,Epoxy Set,18.71,Gram
BS-ET-16203,Paint Mixing,Paint Mixing,30.49,Gram
BS-ET-16203,Paint Matt agent(Matt),Paint Matt Agent,15.25,Gram
BS-ET-16203,Paint Harnder,Paint Harnder,15.25,Gram
BS-ET-16203,Paint Thinner,Paint Thinner,12.34,Gram
BS-ET-16203,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SN-16162,Paint Epoxy Primer,Epoxy Set,177.09,Gram
BS-SN-16162,Epoxy Thinner,Epoxy Set,37.41,Gram
BS-SN-16162,Epoxy Hardner,Epoxy Set,34.92,Gram
BS-SN-16162,Paint Mixing,Paint Mixing,56.92,Gram
BS-SN-16162,Paint Matt agent(Matt),Paint Matt Agent,28.46,Gram
BS-SN-16162,Paint Harnder,Paint Harnder,28.46,Gram
BS-SN-16162,Paint Thinner,Paint Thinner,23.04,Gram
BS-SN-16162,Paint Binder(Gloss),Paint Binder,0,Gram
BS-LHET-289,Paint Epoxy Primer,Epoxy Set,114.91,Gram
BS-LHET-289,Epoxy Thinner,Epoxy Set,22.63,Gram
BS-LHET-289,Epoxy Hardner,Epoxy Set,34.82,Gram
BS-LHET-289,Paint Mixing,Paint Mixing,40.3,Gram
BS-LHET-289,Paint Matt agent(Matt),Paint Matt Agent,22.14,Gram
BS-LHET-289,Paint Harnder,Paint Harnder,19.87,Gram
BS-LHET-289,Paint Thinner,Paint Thinner,11.35,Gram
BS-LHET-289,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SI-16237,Paint Epoxy Primer,Epoxy Set,483.64,Gram
BS-SI-16237,Epoxy Thinner,Epoxy Set,102.18,Gram
BS-SI-16237,Epoxy Hardner,Epoxy Set,95.36,Gram
BS-SI-16237,Paint Mixing,Paint Mixing,155.45,Gram
BS-SI-16237,Paint Matt agent(Matt),Paint Matt Agent,77.72,Gram
BS-SI-16237,Paint Harnder,Paint Harnder,77.72,Gram
BS-SI-16237,Paint Thinner,Paint Thinner,62.92,Gram
BS-SI-16237,Paint Binder(Gloss),Paint Binder,0,Gram
BS-QS-16248,Paint Epoxy Primer,Epoxy Set,590.65,Gram
BS-QS-16248,Epoxy Thinner,Epoxy Set,124.79,Gram
BS-QS-16248,Epoxy Hardner,Epoxy Set,116.47,Gram
BS-QS-16248,Paint Mixing,Paint Mixing,189.84,Gram
BS-QS-16248,Paint Matt agent(Matt),Paint Matt Agent,94.92,Gram
BS-QS-16248,Paint Harnder,Paint Harnder,94.92,Gram
BS-QS-16248,Paint Thinner,Paint Thinner,76.84,Gram
BS-QS-16248,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16118-A,Paint Epoxy Primer,Epoxy Set,559.87,Gram
BS-ET-16118-A,Epoxy Thinner,Epoxy Set,118.28,Gram
BS-ET-16118-A,Epoxy Hardner,Epoxy Set,110.4,Gram
BS-ET-16118-A,Paint Mixing,Paint Mixing,179.95,Gram
BS-ET-16118-A,Paint Matt agent(Matt),Paint Matt Agent,89.97,Gram
BS-ET-16118-A,Paint Harnder,Paint Harnder,89.97,Gram
BS-ET-16118-A,Paint Thinner,Paint Thinner,72.84,Gram
BS-ET-16118-A,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16118-C,Paint Epoxy Primer,Epoxy Set,677.01,Gram
BS-ET-16118-C,Epoxy Thinner,Epoxy Set,143.03,Gram
BS-ET-16118-C,Epoxy Hardner,Epoxy Set,133.5,Gram
BS-ET-16118-C,Paint Mixing,Paint Mixing,217.6,Gram
BS-ET-16118-C,Paint Matt agent(Matt),Paint Matt Agent,108.8,Gram
BS-ET-16118-C,Paint Harnder,Paint Harnder,108.8,Gram
BS-ET-16118-C,Paint Thinner,Paint Thinner,88.08,Gram
