order_code,bom_category,issue_pool,allocated_qty,uom
BS-ET-16118-C,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16118-B,Paint Epoxy Primer,Epoxy Set,1552.39,Gram
BS-ET-16118-B,Epoxy Thinner,Epoxy Set,327.97,Gram
BS-ET-16118-B,Epoxy Hardner,Epoxy Set,306.1,Gram
BS-ET-16118-B,Paint Mixing,Paint Mixing,498.96,Gram
BS-ET-16118-B,Paint Matt agent(Matt),Paint Matt Agent,249.48,Gram
BS-ET-16118-B,Paint Harnder,Paint Harnder,249.48,Gram
BS-ET-16118-B,Paint Thinner,Paint Thinner,201.96,Gram
BS-ET-16118-B,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16233,Paint Epoxy Primer,Epoxy Set,335.78,Gram
BS-ET-16233,Epoxy Thinner,Epoxy Set,70.94,Gram
BS-ET-16233,Epoxy Hardner,Epoxy Set,66.21,Gram
BS-ET-16233,Paint Mixing,Paint Mixing,107.92,Gram
BS-ET-16233,Paint Matt agent(Matt),Paint Matt Agent,53.96,Gram
BS-ET-16233,Paint Harnder,Paint Harnder,53.96,Gram
BS-ET-16233,Paint Thinner,Paint Thinner,43.68,Gram
BS-ET-16233,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16250 A,Paint Epoxy Primer,Epoxy Set,94.63,Gram
BS-ET-16250 A,Epoxy Thinner,Epoxy Set,19.99,Gram
BS-ET-16250 A,Epoxy Hardner,Epoxy Set,18.66,Gram
BS-ET-16250 A,Paint Mixing,Paint Mixing,30.42,Gram
BS-ET-16250 A,Paint Matt agent(Matt),Paint Matt Agent,15.21,Gram
BS-ET-16250 A,Paint Harnder,Paint Harnder,15.21,Gram
BS-ET-16250 A,Paint Thinner,Paint Thinner,12.31,Gram
BS-ET-16250 A,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16250 C,Paint Epoxy Primer,Epoxy Set,157.87,Gram
BS-ET-16250 C,Epoxy Thinner,Epoxy Set,33.35,Gram
BS-ET-16250 C,Epoxy Hardner,Epoxy Set,31.13,Gram
BS-ET-16250 C,Paint Mixing,Paint Mixing,50.74,Gram
BS-ET-16250 C,Paint Matt agent(Matt),Paint Matt Agent,25.37,Gram
BS-ET-16250 C,Paint Harnder,Paint Harnder,25.37,Gram
BS-ET-16250 C,Paint Thinner,Paint Thinner,20.54,Gram
BS-ET-16250 C,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16250 B,Paint Epoxy Primer,Epoxy Set,155.96,Gram
BS-ET-16250 B,Epoxy Thinner,Epoxy Set,32.95,Gram
BS-ET-16250 B,Epoxy Hardner,Epoxy Set,30.75,Gram
BS-ET-16250 B,Paint Mixing,Paint Mixing,50.13,Gram
BS-ET-16250 B,Paint Matt agent(Matt),Paint Matt Agent,25.06,Gram
BS-ET-16250 B,Paint Harnder,Paint Harnder,25.06,Gram
BS-ET-16250 B,Paint Thinner,Paint Thinner,20.29,Gram
BS-ET-16250 B,Paint Binder(Gloss),Paint Binder,0,Gram
BS-LHET-304,Paint Epoxy Primer,Epoxy Set,126.49,Gram
BS-LHET-304,Epoxy Thinner,Epoxy Set,26.72,Gram
BS-LHET-304,Epoxy Hardner,Epoxy Set,24.94,Gram
BS-LHET-304,Paint Mixing,Paint Mixing,40.66,Gram
BS-LHET-304,Paint Matt agent(Matt),Paint Matt Agent,20.33,Gram
BS-LHET-304,Paint Harnder,Paint Harnder,20.33,Gram
BS-LHET-304,Paint Thinner,Paint Thinner,16.46,Gram
BS-LHET-304,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16254,Paint Epoxy Primer,Epoxy Set,459.3,Gram
BS-SM-16254,Epoxy Thinner,Epoxy Set,97.03,Gram
BS-SM-16254,Epoxy Hardner,Epoxy Set,90.57,Gram
BS-SM-16254,Paint Mixing,Paint Mixing,147.62,Gram
BS-SM-16254,Paint Matt agent(Matt),Paint Matt Agent,73.81,Gram
BS-SM-16254,Paint Harnder,Paint Harnder,73.81,Gram
BS-SM-16254,Paint Thinner,Paint Thinner,59.75,Gram
BS-SM-16254,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16255,Paint Epoxy Primer,Epoxy Set,155.81,Gram
BS-SM-16255,Epoxy Thinner,Epoxy Set,32.92,Gram
BS-SM-16255,Epoxy Hardner,Epoxy Set,30.72,Gram
BS-SM-16255,Paint Mixing,Paint Mixing,50.08,Gram
BS-SM-16255,Paint Matt agent(Matt),Paint Matt Agent,25.04,Gram
BS-SM-16255,Paint Harnder,Paint Harnder,25.04,Gram
BS-SM-16255,Paint Thinner,Paint Thinner,20.27,Gram
BS-SM-16255,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16205,Paint Epoxy Primer,Epoxy Set,85.78,Gram
BS-ET-16205,Epoxy Thinner,Epoxy Set,16.9,Gram
BS-ET-16205,Epoxy Hardner,Epoxy Set,25.99,Gram
BS-ET-16205,Paint Mixing,Paint Mixing,30.08,Gram
BS-ET-16205,Paint Matt agent(Matt),Paint Matt Agent,16.53,Gram
BS-ET-16205,Paint Harnder,Paint Harnder,14.83,Gram
BS-ET-16205,Paint Thinner,Paint Thinner,8.47,Gram
BS-ET-16205,Paint Binder(Gloss),Paint Binder,0,Gram
BS-QS-15873,Paint Epoxy Primer,Epoxy Set,2452.96,Gram
BS-QS-15873,Epoxy Thinner,Epoxy Set,518.23,Gram
BS-QS-15873,Epoxy Hardner,Epoxy Set,483.68,Gram
BS-QS-15873,Paint Mixing,Paint Mixing,788.42,Gram
BS-QS-15873,Paint Matt agent(Matt),Paint Matt Agent,394.21,Gram
BS-QS-15873,Paint Harnder,Paint Harnder,394.21,Gram
BS-QS-15873,Paint Thinner,Paint Thinner,319.12,Gram
BS-QS-15873,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SI-16251,Paint Epoxy Primer,Epoxy Set,63.25,Gram
BS-SI-16251,Epoxy Thinner,Epoxy Set,13.36,Gram
BS-SI-16251,Epoxy Hardner,Epoxy Set,12.47,Gram
BS-SI-16251,Paint Mixing,Paint Mixing,20.33,Gram
BS-SI-16251,Paint Matt agent(Matt),Paint Matt Agent,10.16,Gram
BS-SI-16251,Paint Harnder,Paint Harnder,10.16,Gram
BS-SI-16251,Paint Thinner,Paint Thinner,8.23,Gram
BS-SI-16251,Paint Binder(Gloss),Paint Binder,0,Gram
BS-US-2504 A,Paint Epoxy Primer,Epoxy Set,167.89,Gram
BS-US-2504 A,Epoxy Thinner,Epoxy Set,35.47,Gram
BS-US-2504 A,Epoxy Hardner,Epoxy Set,33.1,Gram
BS-US-2504 A,Paint Mixing,Paint Mixing,57.82,Gram
BS-US-2504 A,Paint Matt agent(Matt),Paint Matt Agent,17.99,Gram
BS-US-2504 A,Paint Harnder,Paint Harnder,29.55,Gram
BS-US-2504 A,Paint Thinner,Paint Thinner,11.56,Gram
BS-US-2504 A,Paint Binder(Gloss),Paint Binder,11.56,Gram
BS-US-2504 B,Paint Epoxy Primer,Epoxy Set,167.89,Gram
BS-US-2504 B,Epoxy Thinner,Epoxy Set,35.47,Gram
BS-US-2504 B,Epoxy Hardner,Epoxy Set,33.1,Gram
BS-US-2504 B,Paint Mixing,Paint Mixing,57.82,Gram
BS-US-2504 B,Paint Matt agent(Matt),Paint Matt Agent,17.99,Gram
BS-US-2504 B,Paint Harnder,Paint Harnder,29.55,Gram
BS-US-2504 B,Paint Thinner,Paint Thinner,11.56,Gram
BS-US-2504 B,Paint Binder(Gloss),Paint Binder,11.56,Gram
BS-SI-16236,Paint Epoxy Primer,Epoxy Set,344.97,Gram
BS-SI-16236,Epoxy Thinner,Epoxy Set,72.88,Gram
BS-SI-16236,Epoxy Hardner,Epoxy Set,68.02,Gram
BS-SI-16236,Paint Mixing,Paint Mixing,110.88,Gram
BS-SI-16236,Paint Matt agent(Matt),Paint Matt Agent,55.44,Gram
BS-SI-16236,Paint Harnder,Paint Harnder,55.44,Gram
BS-SI-16236,Paint Thinner,Paint Thinner,44.88,Gram
BS-SI-16236,Paint Binder(Gloss),Paint Binder,0,Gram
BS-US-2503 A,Paint Epoxy Primer,Epoxy Set,4620.99,Gram
BS-US-2503 A,Epoxy Thinner,Epoxy Set,976.26,Gram
BS-US-2503 A,Epoxy Hardner,Epoxy Set,911.18,Gram
BS-US-2503 A,Paint Mixing,Paint Mixing,1591.34,Gram
BS-US-2503 A,Paint Matt agent(Matt),Paint Matt Agent,495.08,Gram
BS-US-2503 A,Paint Harnder,Paint Harnder,813.35,Gram
BS-US-2503 A,Paint Thinner,Paint Thinner,318.27,Gram
BS-US-2503 A,Paint Binder(Gloss),Paint Binder,318.27,Gram
BS-US-2503 B,Paint Epoxy Primer,Epoxy Set,4620.99,Gram
BS-US-2503 B,Epoxy Thinner,Epoxy Set,976.26,Gram
BS-US-2503 B,Epoxy Hardner,Epoxy Set,911.18,Gram
BS-US-2503 B,Paint Mixing,Paint Mixing,1591.34,Gram
BS-US-2503 B,Paint Matt agent(Matt),Paint Matt Agent,495.08,Gram
BS-US-2503 B,Paint Harnder,Paint Harnder,813.35,Gram
BS-US-2503 B,Paint Thinner,Paint Thinner,318.27,Gram
BS-US-2503 B,Paint Binder(Gloss),Paint Binder,318.27,Gram
BS-SM-16150,Paint Epoxy Primer,Epoxy Set,905.56,Gram
BS-SM-16150,Epoxy Thinner,Epoxy Set,191.32,Gram
BS-SM-16150,Epoxy Hardner,Epoxy Set,178.56,Gram
BS-SM-16150,Paint Mixing,Paint Mixing,601.06,Gram
BS-SM-16150,Paint Matt agent(Matt),Paint Matt Agent,145.53,Gram
BS-SM-16150,Paint Harnder,Paint Harnder,145.53,Gram
BS-SM-16150,Paint Thinner,Paint Thinner,117.81,Gram
BS-SM-16150,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16246,Paint Epoxy Primer,Epoxy Set,2283.54,Gram
BS-SM-16246,Epoxy Thinner,Epoxy Set,482.44,Gram
BS-SM-16246,Epoxy Hardner,Epoxy Set,450.28,Gram
BS-SM-16246,Paint Mixing,Paint Mixing,733.96,Gram
BS-SM-16246,Paint Matt agent(Matt),Paint Matt Agent,366.98,Gram
BS-SM-16246,Paint Harnder,Paint Harnder,366.98,Gram
BS-SM-16246,Paint Thinner,Paint Thinner,297.08,Gram
BS-SM-16246,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16258,Paint Epoxy Primer,Epoxy Set,454.22,Gram
BS-ET-16258,Epoxy Thinner,Epoxy Set,95.96,Gram
BS-ET-16258,Epoxy Hardner,Epoxy Set,89.56,Gram
BS-ET-16258,Paint Mixing,Paint Mixing,145.99,Gram
BS-ET-16258,Paint Matt agent(Matt),Paint Matt Agent,73,Gram
BS-ET-16258,Paint Harnder,Paint Harnder,73,Gram
BS-ET-16258,Paint Thinner,Paint Thinner,59.09,Gram
BS-ET-16258,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16269,Paint Epoxy Primer,Epoxy Set,172.49,Gram
BS-ET-16269,Epoxy Thinner,Epoxy Set,36.44,Gram
BS-ET-16269,Epoxy Hardner,Epoxy Set,34.01,Gram
BS-ET-16269,Paint Mixing,Paint Mixing,100,Gram
BS-ET-16269,Paint Matt agent(Matt),Paint Matt Agent,27.72,Gram
BS-ET-16269,Paint Harnder,Paint Harnder,27.72,Gram
BS-ET-16269,Paint Thinner,Paint Thinner,22.44,Gram
BS-ET-16269,Paint Binder(Gloss),Paint Binder,0,Gram
BS-LHET-298,Paint Epoxy Primer,Epoxy Set,335.78,Gram
BS-LHET-298,Epoxy Thinner,Epoxy Set,70.94,Gram
BS-LHET-298,Epoxy Hardner,Epoxy Set,66.21,Gram
BS-LHET-298,Paint Mixing,Paint Mixing,107.92,Gram
BS-LHET-298,Paint Matt agent(Matt),Paint Matt Agent,53.96,Gram
BS-LHET-298,Paint Harnder,Paint Harnder,53.96,Gram
BS-LHET-298,Paint Thinner,Paint Thinner,43.68,Gram
BS-LHET-298,Paint Binder(Gloss),Paint Binder,0,Gram
BS-LHET-303,Paint Epoxy Primer,Epoxy Set,316.23,Gram
BS-LHET-303,Epoxy Thinner,Epoxy Set,66.81,Gram
BS-LHET-303,Epoxy Hardner,Epoxy Set,62.35,Gram
BS-LHET-303,Paint Mixing,Paint Mixing,101.64,Gram
BS-LHET-303,Paint Matt agent(Matt),Paint Matt Agent,50.82,Gram
BS-LHET-303,Paint Harnder,Paint Harnder,50.82,Gram
BS-LHET-303,Paint Thinner,Paint Thinner,41.14,Gram
BS-LHET-303,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SI-15936,Paint Epoxy Primer,Epoxy Set,467.92,Gram
BS-SI-15936,Epoxy Thinner,Epoxy Set,98.86,Gram
BS-SI-15936,Epoxy Hardner,Epoxy Set,92.27,Gram
BS-SI-15936,Paint Mixing,Paint Mixing,150.4,Gram
BS-SI-15936,Paint Matt agent(Matt),Paint Matt Agent,75.2,Gram
BS-SI-15936,Paint Harnder,Paint Harnder,75.2,Gram
BS-SI-15936,Paint Thinner,Paint Thinner,60.87,Gram
BS-SI-15936,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SI-15869,Paint Epoxy Primer,Epoxy Set,172.49,Gram
BS-SI-15869,Epoxy Thinner,Epoxy Set,36.44,Gram
BS-SI-15869,Epoxy Hardner,Epoxy Set,34.01,Gram
BS-SI-15869,Paint Mixing,Paint Mixing,100,Gram
BS-SI-15869,Paint Matt agent(Matt),Paint Matt Agent,27.72,Gram
BS-SI-15869,Paint Harnder,Paint Harnder,27.72,Gram
BS-SI-15869,Paint Thinner,Paint Thinner,22.44,Gram
BS-SI-15869,Paint Binder(Gloss),Paint Binder,0,Gram
BS-QS-16264,Paint Epoxy Primer,Epoxy Set,196.44,Gram
BS-QS-16264,Epoxy Thinner,Epoxy Set,41.5,Gram
BS-QS-16264,Epoxy Hardner,Epoxy Set,38.74,Gram
BS-QS-16264,Paint Mixing,Paint Mixing,63.14,Gram
BS-QS-16264,Paint Matt agent(Matt),Paint Matt Agent,31.57,Gram
BS-QS-16264,Paint Harnder,Paint Harnder,31.57,Gram
BS-QS-16264,Paint Thinner,Paint Thinner,25.56,Gram
BS-QS-16264,Paint Binder(Gloss),Paint Binder,0,Gram
BS-QS-16281,Paint Epoxy Primer,Epoxy Set,155.81,Gram
BS-QS-16281,Epoxy Thinner,Epoxy Set,32.92,Gram
BS-QS-16281,Epoxy Hardner,Epoxy Set,30.72,Gram
BS-QS-16281,Paint Mixing,Paint Mixing,50.08,Gram
BS-QS-16281,Paint Matt agent(Matt),Paint Matt Agent,25.04,Gram
BS-QS-16281,Paint Harnder,Paint Harnder,25.04,Gram
BS-QS-16281,Paint Thinner,Paint Thinner,20.27,Gram
BS-QS-16281,Paint Binder(Gloss),Paint Binder,0,Gram
BS-QS-16261,Paint Epoxy Primer,Epoxy Set,275,Gram
BS-QS-16261,Epoxy Thinner,Epoxy Set,58.1,Gram
BS-QS-16261,Epoxy Hardner,Epoxy Set,54.22,Gram
BS-QS-16261,Paint Mixing,Paint Mixing,88.39,Gram
BS-QS-16261,Paint Matt agent(Matt),Paint Matt Agent,44.19,Gram
BS-QS-16261,Paint Harnder,Paint Harnder,44.19,Gram
BS-QS-16261,Paint Thinner,Paint Thinner,35.78,Gram
BS-QS-16261,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16285,Paint Epoxy Primer,Epoxy Set,516.22,Gram
BS-ET-16285,Epoxy Thinner,Epoxy Set,109.06,Gram
BS-ET-16285,Epoxy Hardner,Epoxy Set,101.79,Gram
BS-ET-16285,Paint Mixing,Paint Mixing,165.92,Gram
BS-ET-16285,Paint Matt agent(Matt),Paint Matt Agent,82.96,Gram
BS-ET-16285,Paint Harnder,Paint Harnder,82.96,Gram
BS-ET-16285,Paint Thinner,Paint Thinner,67.16,Gram
BS-ET-16285,Paint Binder(Gloss),Paint Binder,0,Gram
BS-US-500069 A,Paint Epoxy Primer,Epoxy Set,2712.87,Gram
BS-US-500069 A,Epoxy Thinner,Epoxy Set,573.14,Gram
BS-US-500069 A,Epoxy Hardner,Epoxy Set,534.93,Gram
BS-US-500069 A,Paint Mixing,Paint Mixing,934.24,Gram
BS-US-500069 A,Paint Matt agent(Matt),Paint Matt Agent,290.65,Gram
BS-US-500069 A,Paint Harnder,Paint Harnder,477.5,Gram
BS-US-500069 A,Paint Thinner,Paint Thinner,186.85,Gram
BS-US-500069 A,Paint Binder(Gloss),Paint Binder,186.85,Gram
BS-US-500069 B,Paint Epoxy Primer,Epoxy Set,3931.68,Gram
BS-US-500069 B,Epoxy Thinner,Epoxy Set,830.64,Gram
BS-US-500069 B,Epoxy Hardner,Epoxy Set,775.26,Gram
BS-US-500069 B,Paint Mixing,Paint Mixing,1353.97,Gram
BS-US-500069 B,Paint Matt agent(Matt),Paint Matt Agent,421.23,Gram
BS-US-500069 B,Paint Harnder,Paint Harnder,692.03,Gram
BS-US-500069 B,Paint Thinner,Paint Thinner,270.79,Gram
BS-US-500069 B,Paint Binder(Gloss),Paint Binder,270.79,Gram
BS-ET-16152,Paint Epoxy Primer,Epoxy Set,563.36,Gram
BS-ET-16152,Epoxy Thinner,Epoxy Set,119.02,Gram
BS-ET-16152,Epoxy Hardner,Epoxy Set,111.09,Gram
BS-ET-16152,Paint Mixing,Paint Mixing,181.07,Gram
BS-ET-16152,Paint Matt agent(Matt),Paint Matt Agent,90.54,Gram
BS-ET-16152,Paint Harnder,Paint Harnder,90.54,Gram
BS-ET-16152,Paint Thinner,Paint Thinner,73.29,Gram
BS-ET-16152,Paint Binder(Gloss),Paint Binder,0,Gram
BS-LHET-306,Paint Epoxy Primer,Epoxy Set,373.15,Gram
BS-LHET-306,Epoxy Thinner,Epoxy Set,78.83,Gram
BS-LHET-306,Epoxy Hardner,Epoxy Set,73.58,Gram
BS-LHET-306,Paint Mixing,Paint Mixing,119.94,Gram
BS-LHET-306,Paint Matt agent(Matt),Paint Matt Agent,59.97,Gram
BS-LHET-306,Paint Harnder,Paint Harnder,59.97,Gram
BS-LHET-306,Paint Thinner,Paint Thinner,48.55,Gram
BS-LHET-306,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16228,Paint Epoxy Primer,Epoxy Set,144.31,Gram
BS-SM-16228,Epoxy Thinner,Epoxy Set,28.42,Gram
BS-SM-16228,Epoxy Hardner,Epoxy Set,43.73,Gram
BS-SM-16228,Paint Mixing,Paint Mixing,50.61,Gram
BS-SM-16228,Paint Matt agent(Matt),Paint Matt Agent,27.8,Gram
BS-SM-16228,Paint Harnder,Paint Harnder,24.95,Gram
BS-SM-16228,Paint Thinner,Paint Thinner,14.26,Gram
BS-SM-16228,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16273-A,Paint Epoxy Primer,Epoxy Set,259.31,Gram
BS-SM-16273-A,Epoxy Thinner,Epoxy Set,54.78,Gram
BS-SM-16273-A,Epoxy Hardner,Epoxy Set,51.13,Gram
BS-SM-16273-A,Paint Mixing,Paint Mixing,83.34,Gram
BS-SM-16273-A,Paint Matt agent(Matt),Paint Matt Agent,41.67,Gram
BS-SM-16273-A,Paint Harnder,Paint Harnder,41.67,Gram
BS-SM-16273-A,Paint Thinner,Paint Thinner,33.73,Gram
BS-SM-16273-A,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16273-B,Paint Epoxy Primer,Epoxy Set,1352.88,Gram
BS-SM-16273-B,Epoxy Thinner,Epoxy Set,285.82,Gram
BS-SM-16273-B,Epoxy Hardner,Epoxy Set,266.76,Gram
BS-SM-16273-B,Paint Mixing,Paint Mixing,434.83,Gram
BS-SM-16273-B,Paint Matt agent(Matt),Paint Matt Agent,217.42,Gram
BS-SM-16273-B,Paint Harnder,Paint Harnder,217.42,Gram
BS-SM-16273-B,Paint Thinner,Paint Thinner,176,Gram
BS-SM-16273-B,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16253,Paint Epoxy Primer,Epoxy Set,94.87,Gram
BS-ET-16253,Epoxy Thinner,Epoxy Set,20.04,Gram
BS-ET-16253,Epoxy Hardner,Epoxy Set,18.71,Gram
BS-ET-16253,Paint Mixing,Paint Mixing,30.49,Gram
BS-ET-16253,Paint Matt agent(Matt),Paint Matt Agent,15.25,Gram
BS-ET-16253,Paint Harnder,Paint Harnder,15.25,Gram
BS-ET-16253,Paint Thinner,Paint Thinner,12.34,Gram
BS-ET-16253,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16271-A,Paint Epoxy Primer,Epoxy Set,552.53,Gram
BS-ET-16271-A,Epoxy Thinner,Epoxy Set,116.73,Gram
BS-ET-16271-A,Epoxy Hardner,Epoxy Set,108.95,Gram
BS-ET-16271-A,Paint Mixing,Paint Mixing,177.59,Gram
BS-ET-16271-A,Paint Matt agent(Matt),Paint Matt Agent,88.8,Gram
BS-ET-16271-A,Paint Harnder,Paint Harnder,88.8,Gram
BS-ET-16271-A,Paint Thinner,Paint Thinner,71.88,Gram
BS-ET-16271-A,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16278,Paint Epoxy Primer,Epoxy Set,94.44,Gram
BS-ET-16278,Epoxy Thinner,Epoxy Set,19.95,Gram
BS-ET-16278,Epoxy Hardner,Epoxy Set,18.62,Gram
BS-ET-16278,Paint Mixing,Paint Mixing,30.35,Gram
BS-ET-16278,Paint Matt agent(Matt),Paint Matt Agent,15.18,Gram
BS-ET-16278,Paint Harnder,Paint Harnder,15.18,Gram
BS-ET-16278,Paint Thinner,Paint Thinner,12.29,Gram
BS-ET-16278,Paint Binder(Gloss),Paint Binder,0,Gram
