code,total_area,surface_area,bom_total_cost,bom_source
BS-SI-16405,13,8.14,7647.82,"Paint Epoxy Primer 853.58 Gram, Epoxy Thinner 180.33 Gram, Epoxy Hardner 168.31 Gram, Paint Mixing 274.35 Gram, Paint Matt agent(Matt) 137.18 Gram, Paint Harnder 137.18 Gram, Paint Thinner 111.05 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 7,647.82"
BS-SI-16407,5.04,0.87,2012.58,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,012.58"
Backer-BS-QS-16262,2.14,4.19,,
BS-QS-16421-B,,,7015.17,"Paint Epoxy Primer 782.97 Gram, Epoxy Thinner 165.42 Gram, Epoxy Hardner 154.39 Gram, Paint Mixing 251.66 Gram, Paint Matt agent(Matt) 125.83 Gram, Paint Harnder 125.83 Gram, Paint Thinner 101.86 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 7,015.17"
BS-SI-16436-(Bulk),,,35997.05,"Paint Epoxy Primer 4017.68 Gram, Epoxy Thinner 848.81 Gram, Epoxy Hardner 792.22 Gram, Paint Mixing 1291.34 Gram, Paint Matt agent(Matt) 645.67 Gram, Paint Harnder 645.67 Gram, Paint Thinner 522.69 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 35,997.05"
BS-SI-15934 RE,,,3781.58,"Paint Epoxy Primer 422.07 Gram, Epoxy Thinner 89.17 Gram, Epoxy Hardner 83.22 Gram, Paint Mixing 135.66 Gram, Paint Matt agent(Matt) 67.83 Gram, Paint Harnder 67.83 Gram, Paint Thinner 54.91 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,781.58"
BS-SI-16237 RE,,,5352.46,"Paint Epoxy Primer 597.4 Gram, Epoxy Thinner 126.21 Gram, Epoxy Hardner 117.8 Gram, Paint Mixing 192.01 Gram, Paint Matt agent(Matt) 96.01 Gram, Paint Harnder 96.01 Gram, Paint Thinner 77.72 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 5,352.46"
BS-LHET-326-B,,,1593.10,"Paint Epoxy Primer 177.81 Gram, Epoxy Thinner 37.57 Gram, Epoxy Hardner 35.06 Gram, Paint Mixing 57.15 Gram, Paint Matt agent(Matt) 28.58 Gram, Paint Harnder 28.58 Gram, Paint Thinner 23.13 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,593.10"
BS-LHET-338,,,4683.78,"Paint Epoxy Primer 469.43 Gram, Epoxy Thinner 92.46 Gram, Epoxy Hardner 142.25 Gram, Paint Mixing 164.63 Gram, Paint Matt agent(Matt) 90.43 Gram, Paint Harnder 81.16 Gram, Paint Thinner 46.37 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 4,683.78"
BS-LHET-339,,,2311.58,"Paint Epoxy Primer 230.1 Gram, Epoxy Thinner 48.61 Gram, Epoxy Hardner 45.37 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 36.98 Gram, Paint Harnder 36.98 Gram, Paint Thinner 29.93 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 2,311.58"
BS-QS-16421-A,,,7281.76,"Paint Epoxy Primer 812.73 Gram, Epoxy Thinner 171.7 Gram, Epoxy Hardner 160.26 Gram, Paint Mixing 261.22 Gram, Paint Matt agent(Matt) 130.61 Gram, Paint Harnder 130.61 Gram, Paint Thinner 105.73 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 7,281.76"
BS-QS-16442,,,1640.47,"Paint Epoxy Primer 164.42 Gram, Epoxy Thinner 32.38 Gram, Epoxy Hardner 49.82 Gram, Paint Mixing 57.66 Gram, Paint Matt agent(Matt) 31.67 Gram, Paint Harnder 28.42 Gram, Paint Thinner 16.24 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,640.47"
BS-US-2538,,,33890.23,"Paint Epoxy Primer 3571.81 Gram, Epoxy Thinner 754.61 Gram, Epoxy Hardner 704.3 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 1230.04 Gram, Paint Matt agent(Matt) 382.68 Gram, Paint Binder(Gloss) 246.01 Gram, Paint Harnder 628.68 Gram, Paint Thinner 246.01 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 33,890.23"
BS-SI-16371,,,2790.27,"Paint Epoxy Primer 311.43 Gram, Epoxy Thinner 65.79 Gram, Epoxy Hardner 61.41 Gram, Paint Mixing 100.1 Gram, Paint Matt agent(Matt) 50.05 Gram, Paint Harnder 50.05 Gram, Paint Thinner 40.52 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,790.27"
BS-SN-16398,,,11316.10,"Paint Epoxy Primer 1263.01 Gram, Epoxy Thinner 266.83 Gram, Epoxy Hardner 249.04 Gram, Paint Mixing 405.95 Gram, Paint Matt agent(Matt) 202.97 Gram, Paint Harnder 202.97 Gram, Paint Thinner 164.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 11,316.10"
BS-ET-16239,,,3656.09,"Paint Epoxy Primer 295.56 Gram, Epoxy Thinner 62.44 Gram, Epoxy Hardner 58.28 Gram, Paint Mixing 200 Gram, Paint Matt agent(Matt) 47.5 Gram, Paint Harnder 47.5 Gram, Paint Thinner 38.45 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,656.09"
BS-ET-16391,,,2789.28,"Paint Epoxy Primer 311.32 Gram, Epoxy Thinner 65.77 Gram, Epoxy Hardner 61.39 Gram, Paint Mixing 100.06 Gram, Paint Matt agent(Matt) 50.03 Gram, Paint Harnder 50.03 Gram, Paint Thinner 40.5 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,789.28"
BS-ET-16428,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-LHET-341,,,1646.42,"Paint Epoxy Primer 183.76 Gram, Epoxy Thinner 38.82 Gram, Epoxy Hardner 36.23 Gram, Paint Mixing 59.06 Gram, Paint Matt agent(Matt) 29.53 Gram, Paint Harnder 29.53 Gram, Paint Thinner 23.91 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,646.42"
BS-LHET-331,,,4703.77,"Paint Epoxy Primer 524.99 Gram, Epoxy Thinner 110.91 Gram, Epoxy Hardner 103.52 Gram, Paint Mixing 168.74 Gram, Paint Matt agent(Matt) 84.37 Gram, Paint Harnder 84.37 Gram, Paint Thinner 68.3 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 4,703.77"
BS-LHET-343-A,,,1685.91,"Paint Epoxy Primer 188.17 Gram, Epoxy Thinner 39.75 Gram, Epoxy Hardner 37.1 Gram, Paint Mixing 60.48 Gram, Paint Matt agent(Matt) 30.24 Gram, Paint Harnder 30.24 Gram, Paint Thinner 24.48 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,685.91"
BS-LHET-343-B,,,1685.91,"Paint Epoxy Primer 188.17 Gram, Epoxy Thinner 39.75 Gram, Epoxy Hardner 37.1 Gram, Paint Mixing 60.48 Gram, Paint Matt agent(Matt) 30.24 Gram, Paint Harnder 30.24 Gram, Paint Thinner 24.48 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,685.91"
BS-SI-16451,,,1618.77,"Paint Epoxy Primer 180.67 Gram, Epoxy Thinner 38.17 Gram, Epoxy Hardner 35.63 Gram, Paint Mixing 58.07 Gram, Paint Matt agent(Matt) 29.04 Gram, Paint Harnder 29.04 Gram, Paint Thinner 23.5 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,618.77"
BS-ET-16445-A,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-ET-16447,,,1960.89,"Paint Epoxy Primer 218.86 Gram, Epoxy Thinner 46.24 Gram, Epoxy Hardner 43.16 Gram, Paint Mixing 70.34 Gram, Paint Matt agent(Matt) 35.17 Gram, Paint Harnder 35.17 Gram, Paint Thinner 28.47 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,960.89"
BS-ET-16445-B,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-ET-16456,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-LHET-350,,,3397.21,"Paint Epoxy Primer 333.19 Gram, Epoxy Thinner 70.39 Gram, Epoxy Hardner 65.7 Gram, Paint Mixing 150 Gram, Paint Matt agent(Matt) 53.55 Gram, Paint Harnder 53.55 Gram, Paint Thinner 43.35 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,397.21"
BS-QS-16420,,,23616.83,"Paint Epoxy Primer 2635.91 Gram, Epoxy Thinner 556.88 Gram, Epoxy Hardner 519.76 Gram, Paint Mixing 847.22 Gram, Paint Matt agent(Matt) 423.61 Gram, Paint Harnder 423.61 Gram, Paint Thinner 342.92 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 23,616.83"
BS-SM-16276,,,13902.97,"Paint Epoxy Primer 1551.73 Gram, Epoxy Thinner 327.83 Gram, Epoxy Hardner 305.97 Gram, Paint Mixing 498.75 Gram, Paint Matt agent(Matt) 249.37 Gram, Paint Harnder 249.37 Gram, Paint Thinner 201.87 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 13,902.97"
BS-ET-16452,,,3156.28,"Paint Epoxy Primer 187 Gram, Epoxy Thinner 36.83 Gram, Epoxy Hardner 56.67 Gram, Paint Mixing 200 Gram, Paint Matt agent(Matt) 36.02 Gram, Paint Harnder 32.33 Gram, Paint Thinner 18.47 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,156.28"
BS-ET-15901 B,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-ET-16409,,,3188.66,"Paint Epoxy Primer 184.7 Gram, Epoxy Thinner 39.02 Gram, Epoxy Hardner 36.42 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 200 Gram, Paint Binder(Gloss) 29.68 Gram, Paint Harnder 42.4 Gram, Paint Thinner 11.31 Gram, Paint Miscellaneous cost 1 | Total: 3,188.66"
BS-ET-16417,,,1611.37,"Paint Epoxy Primer 179.85 Gram, Epoxy Thinner 38 Gram, Epoxy Hardner 35.46 Gram, Paint Mixing 57.81 Gram, Paint Matt agent(Matt) 28.9 Gram, Paint Harnder 28.9 Gram, Paint Thinner 23.4 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,611.37"
BS-ET-16418,,,2411.41,"Paint Epoxy Primer 161.99 Gram, Epoxy Thinner 34.22 Gram, Epoxy Hardner 31.94 Gram, Paint Mixing 152.07 Gram, Paint Matt agent(Matt) 26.03 Gram, Paint Harnder 26.03 Gram, Paint Thinner 21.07 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 2,411.41"
BS-ET-16450,,,3905.98,"Paint Epoxy Primer 435.95 Gram, Epoxy Thinner 92.1 Gram, Epoxy Hardner 85.96 Gram, Paint Mixing 140.12 Gram, Paint Matt agent(Matt) 70.06 Gram, Paint Harnder 70.06 Gram, Paint Thinner 56.72 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,905.98"
BS-ET-16454,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-ET-16455,,,1609.89,"Paint Epoxy Primer 179.68 Gram, Epoxy Thinner 37.96 Gram, Epoxy Hardner 35.43 Gram, Paint Mixing 57.75 Gram, Paint Matt agent(Matt) 28.88 Gram, Paint Harnder 28.88 Gram, Paint Thinner 23.38 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,609.89"
BS-ET-16464,,,2012.58,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,012.58"
BS-ET-16465,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-LHET-333-A,,,4840.02,"Paint Epoxy Primer 540.2 Gram, Epoxy Thinner 114.13 Gram, Epoxy Hardner 106.52 Gram, Paint Mixing 173.63 Gram, Paint Matt agent(Matt) 86.81 Gram, Paint Harnder 86.81 Gram, Paint Thinner 70.28 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 4,840.02"
BS-LHET-333-B,,,4840.02,"Paint Epoxy Primer 540.2 Gram, Epoxy Thinner 114.13 Gram, Epoxy Hardner 106.52 Gram, Paint Mixing 173.63 Gram, Paint Matt agent(Matt) 86.81 Gram, Paint Harnder 86.81 Gram, Paint Thinner 70.28 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 4,840.02"
BS-SM-16438,,,3524.86,"Paint Epoxy Primer 393.42 Gram, Epoxy Thinner 83.12 Gram, Epoxy Hardner 77.57 Gram, Paint Mixing 126.45 Gram, Paint Matt agent(Matt) 63.22 Gram, Paint Harnder 63.22 Gram, Paint Thinner 51.18 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 3,524.86"
BS-US-2537 B,,,3805.49,"Paint Epoxy Primer 401.07 Gram, Epoxy Thinner 84.73 Gram, Epoxy Hardner 79.09 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 138.12 Gram, Paint Matt agent(Matt) 42.97 Gram, Paint Binder(Gloss) 27.62 Gram, Paint Harnder 70.59 Gram, Paint Thinner 27.62 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,805.49"
BS-US-2537 C,,,5405.79,"Paint Epoxy Primer 569.74 Gram, Epoxy Thinner 120.37 Gram, Epoxy Hardner 112.34 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 196.2 Gram, Paint Matt agent(Matt) 61.04 Gram, Paint Binder(Gloss) 39.24 Gram, Paint Harnder 100.28 Gram, Paint Thinner 39.24 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 5,405.79"
BS-SM-16312,,,2369.66,"Paint Epoxy Primer 264.48 Gram, Epoxy Thinner 55.88 Gram, Epoxy Hardner 52.15 Gram, Paint Mixing 85.01 Gram, Paint Matt agent(Matt) 42.5 Gram, Paint Harnder 42.5 Gram, Paint Thinner 34.41 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,369.66"
BS-LHET-349,,,4070.52,"Paint Epoxy Primer 407.97 Gram, Epoxy Thinner 80.36 Gram, Epoxy Hardner 123.63 Gram, Paint Mixing 143.08 Gram, Paint Matt agent(Matt) 78.59 Gram, Paint Harnder 70.53 Gram, Paint Thinner 40.3 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 4,070.52"
BS-ET-16322,,,,
BS-US-2537 A,,,15982.11,"Paint Epoxy Primer 1684.41 Gram, Epoxy Thinner 355.86 Gram, Epoxy Hardner 332.14 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 580.07 Gram, Paint Matt agent(Matt) 180.46 Gram, Paint Binder(Gloss) 116.01 Gram, Paint Harnder 296.48 Gram, Paint Thinner 116.01 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 15,982.11"
BS-QS-16485,,,1809.12,"Paint Epoxy Primer 181.32 Gram, Epoxy Thinner 35.71 Gram, Epoxy Hardner 54.94 Gram, Paint Mixing 63.59 Gram, Paint Matt agent(Matt) 34.93 Gram, Paint Harnder 31.35 Gram, Paint Thinner 17.91 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,809.12"
BS-ET-16473,,,2850.13,"Paint Epoxy Primer 285.65 Gram, Epoxy Thinner 56.27 Gram, Epoxy Hardner 86.56 Gram, Paint Mixing 100.18 Gram, Paint Matt agent(Matt) 55.03 Gram, Paint Harnder 49.38 Gram, Paint Thinner 28.22 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,850.13"
BS-LHET-357,,,2790.27,"Paint Epoxy Primer 311.43 Gram, Epoxy Thinner 65.79 Gram, Epoxy Hardner 61.41 Gram, Paint Mixing 100.1 Gram, Paint Matt agent(Matt) 50.05 Gram, Paint Harnder 50.05 Gram, Paint Thinner 40.52 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 2,790.27"
BS-ET-16449,,,2057.09,"Paint Epoxy Primer 165.95 Gram, Epoxy Thinner 32.69 Gram, Epoxy Hardner 50.29 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 31.97 Gram, Paint Harnder 28.69 Gram, Paint Thinner 16.39 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,057.09"
BS-ET-16470,,,2281.30,"Paint Epoxy Primer 172.1 Gram, Epoxy Thinner 33.9 Gram, Epoxy Hardner 52.15 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 100 Gram, Paint Binder(Gloss) 29.75 Gram, Paint Harnder 42.5 Gram, Paint Thinner 11.33 Gram, Paint Miscellaneous cost 1 | Total: 2,281.30"
BS-SM-16480,,,2012.58,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,012.58"
BS-US-2543,,,3975.10,"Paint Epoxy Primer 443.67 Gram, Epoxy Thinner 93.73 Gram, Epoxy Hardner 87.48 Gram, Paint Mixing 142.6 Gram, Paint Matt agent(Matt) 71.3 Gram, Paint Harnder 71.3 Gram, Paint Thinner 57.72 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,975.10"
BS-SI-16489,,,17337.49,"Paint Epoxy Primer 1935.06 Gram, Epoxy Thinner 408.82 Gram, Epoxy Hardner 381.56 Gram, Paint Mixing 621.96 Gram, Paint Matt agent(Matt) 310.98 Gram, Paint Harnder 310.98 Gram, Paint Thinner 251.74 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 17,337.49"
BS-SI-16476,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-SM-16283-(Bulk),,,19379.34,"Paint Epoxy Primer 2162.96 Gram, Epoxy Thinner 456.96 Gram, Epoxy Hardner 426.5 Gram, Paint Mixing 695.21 Gram, Paint Matt agent(Matt) 347.6 Gram, Paint Harnder 347.6 Gram, Paint Thinner 281.39 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 19,379.34"
B,,,3960.53,"Paint Epoxy Primer 442.04 Gram, Epoxy Thinner 93.39 Gram, Epoxy Hardner 87.16 Gram, Paint Mixing 142.08 Gram, Paint Matt agent(Matt) 71.04 Gram, Paint Harnder 71.04 Gram, Paint Thinner 57.51 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,960.53"
